gene	log2fc	pval	qval	mean_tumor_log2tpm	mean_normal_log2tpm	n_tumor	n_normal
ABHD3	-1.6450229041605748	9.333398753509718e-22	1.765529822928311e-20	4.55126720595985	6.196290110120425	471	41
ABHD4	-0.4543868504228028	1.966918433447353e-06	3.6245075617827076e-06	4.2676771222388865	4.722063972661689	471	41
ABHD5	-0.870484924379245	3.1548934267837576e-18	2.4177906065747937e-17	3.225669917450499	4.096154841829744	471	41
ABHD6	-0.7158195141595969	4.1729409738423153e-16	2.24053852104686e-15	3.838113297454876	4.553932811614473	471	41
ABHD8	-0.4564822065670948	4.2156171579948506e-05	6.924199133041131e-05	2.7437186810858063	3.200200887652901	471	41
ABI1	0.06242825219826642	0.06853191789204136	0.08238331781547716	5.967820473253818	5.905392221055552	471	41
ABI2	0.4858506580809996	8.583123878329198e-08	1.7873666158636378e-07	2.4392727383146924	1.9534220802336928	471	41
ABI3	-0.7548488782202214	9.86544679879412e-09	2.2441279200925246e-08	3.515997436760372	4.270846314980593	471	41
ABI3BP	-2.3426032928942746	1.743594345155278e-22	4.583050748138746e-21	1.271653292104931	3.6142565849992057	471	41
ABITRAM	0.6215111256308683	3.3534709176882177e-15	1.5850257519455734e-14	4.905511428070072	4.284000302439203	471	41
ABL1	-0.41863987041196804	6.374806684132152e-06	1.1214336281515465e-05	5.676249751621681	6.094889622033649	471	41
ABL2	0.5734380455466581	4.364453693299393e-10	1.1334974566599416e-09	2.5469507568774383	1.9735127113307802	471	41
ABLIM1	0.1023552453448664	0.15123508042367298	0.17434057742628165	5.731678339444517	5.629323094099651	471	41
ABLIM2	0.9447897334497228	7.417478668488588e-13	2.60736959742021e-12	3.589004012956019	2.644214279506296	471	41
ABLIM3	-0.5419520621275136	9.377328103573843e-07	1.7799569075265584e-06	1.8985758960417995	2.440527958169313	471	41
ABO	-0.8475951551982126	2.533454999644651e-07	5.057433234951479e-07	4.869413030615596	5.717008185813809	471	41
ABR	-0.3001600943732061	0.00045028017022030135	0.0006769000493170916	5.439952002834973	5.740112097208179	471	41
ABRACL	-0.10410821103562196	0.4198163552343981	0.4536654495939734	7.225736913063291	7.329845124098913	471	41
ABRAXAS1	0.1415801000024084	0.06319554876806432	0.07623377007701766	1.8367100738530826	1.6951299738506742	471	41
ABRAXAS2	0.15010361001201478	0.00029224933736066817	0.00044595815616140086	4.5916571343925545	4.44155352438054	471	41
ABT1	0.6169590575826742	2.2737372581160257e-15	1.0997744260555157e-14	5.672481221646716	5.055522164064042	471	41
ABTB1	0.24733269433815286	0.013814830178263661	0.01798307149600128	3.9326915476576816	3.6853588533195287	471	41
ABTB2	-0.06514098914956534	0.6749759622111322	0.7031648429754658	3.451287865498677	3.5164288546482423	471	41
AC000061.1	0.5928845012129518	2.6158293231254412e-05	4.37570005789914e-05	1.1130662890763392	0.5201817878633874	471	41
AC000089.1	0.23322158860647413	0.0023240146946306764	0.003269549671444387	2.4506462942936103	2.217424705687136	471	41
AC000123.1	0.622248980226711	5.835027678132168e-08	1.234807407349022e-07	2.1808787473133693	1.5586297670866582	471	41
AC000123.2	0.7393595504619894	4.123391561888968e-12	1.330469930311957e-11	1.7106022239626026	0.9712426735006132	471	41
AC000123.3	0.2913578420803118	0.0021594937678543645	0.003047587526699512	1.6163899496502858	1.325032107569974	471	41
AC002075.2	0.8292322166512627	1.6330868146839167e-06	3.03227432586487e-06	2.2409129777382026	1.41168076108694	471	41
AC002091.2	-0.5818563595456192	5.411678138190169e-12	1.721862035983145e-11	0.47170513089859356	1.0535614904442128	471	41
AC002116.2	0.75890324810006	4.890553265019706e-16	2.607554754776326e-15	1.3586292864233462	0.5997260383232862	471	41
AC002128.1	0.3942693340277442	4.145970523441399e-05	6.814411669678151e-05	1.2378671111722992	0.843597777144555	471	41
AC002128.2	0.3868403885377052	0.00045067250365136166	0.0006774320127862863	1.1814655475955207	0.7946251590578155	471	41
AC002310.1	0.22784873300428332	0.008751047769899021	0.011627792007409687	1.4165566955515843	1.188707962547301	471	41
AC002310.5	-0.4879359977033926	5.655514085511599e-06	9.987891953464177e-06	2.352391593037366	2.8403275907407584	471	41
AC002350.2	0.24499779319413673	3.4449861892651055e-06	6.191434342493912e-06	1.0587198373079143	0.8137220441137776	471	41
AC002398.1	0.6181306369056555	2.5227683145733226e-11	7.463207254821231e-11	1.4564819708902006	0.8383513339845451	471	41
AC002401.2	-0.5029282506093169	8.183280276109552e-07	1.5620610117338534e-06	1.027404837052318	1.530333087661635	471	41
AC002401.3	-0.4365182799516212	4.5442712415965016e-05	7.447344205821328e-05	1.3648035076555969	1.801321787607218	471	41
AC002467.1	0.13470994614471166	0.03848241879649865	0.04766594540954186	1.3393650097970557	1.204655063652344	471	41
AC002470.1	0.325043793924771	0.000892999257774358	0.0013068480911304818	1.6209255119931145	1.2958817180683435	471	41
AC002511.1	-0.7669886899319985	1.3065308314874336e-14	5.719441827821326e-14	0.5167816230765311	1.2837703130085296	471	41
AC002511.2	-1.068409344578436	1.325499547575409e-13	5.113553676308988e-13	0.9183332053430578	1.9867425499214937	471	41
AC002550.2	0.3329276337172822	0.00014468578904738605	0.0002268169334977315	1.6261214282900047	1.2931937945727225	471	41
AC002553.1	0.25623486527187445	0.021873910284348708	0.027829896981481368	1.8030695915199602	1.5468347262480857	471	41
AC002553.2	0.21600316276258225	0.09785456706128652	0.11562004565691492	1.8487135576364122	1.63271039487383	471	41
AC003070.1	0.5468965684624421	1.6823581712436418e-05	2.8557117834960744e-05	2.3389422292683095	1.7920456608058675	471	41
AC003072.1	1.113902213920015	2.223403076182724e-16	1.2395173021416258e-15	3.6979084392542503	2.5840062253342353	471	41
AC003102.1	-0.351464083087931	3.256208222863497e-05	5.4007511935581756e-05	1.8218814692888696	2.1733455523768006	471	41
AC003956.1	0.3788638429054828	0.0004892615713242114	0.000733496682777789	1.0467899230479114	0.6679260801424286	471	41
AC003965.2	1.3753526859464171	4.69803359005724e-17	2.8959422315190077e-16	1.7428188873042598	0.36746620135784264	471	41
AC004034.1	0.2797316086420534	0.9399004453914006	0.9473236847586537	1.694186291454327	1.4144546828122737	471	41
AC004066.1	0.3232327166550125	0.0010605561869057318	0.0015410441425409936	1.0985523279562686	0.775319611301256	471	41
AC004067.1	0.3336086178820403	0.00013454210366880181	0.00021132902137988482	1.5407889634807583	1.207180345598718	471	41
AC004080.2	-0.4094977538274156	0.011341205785637866	0.014890775746728433	2.734891567671531	3.1443893214989465	471	41
AC004080.4	0.19991867976177125	0.24590529082530044	0.2752232651238873	1.197039046210051	0.9971203664482798	471	41
AC004130.2	0.7367007855134675	6.168310605744465e-08	1.3025202821292414e-07	3.0340876267415626	2.297386841228095	471	41
AC004148.1	0.6536988362288274	1.509035609903439e-09	3.707543337944804e-09	2.224175264364075	1.5704764281352475	471	41
AC004232.2	0.8562772288321543	2.6653884884262682e-15	1.2773397464419037e-14	1.4770521142549249	0.6207748854227706	471	41
AC004233.2	-0.5395160385907167	0.0003505636533649994	0.0005314891860168821	3.1379701264356608	3.6774861650263775	471	41
AC004241.3	0.5929657471820253	1.2743255811395185e-09	3.155088965197253e-09	1.7300835972857038	1.1371178501036785	471	41
AC004253.1	0.6115103254746403	3.2834625476151186e-08	7.103815592880818e-08	1.5242503780985273	0.9127400526238869	471	41
AC004263.2	0.026110043609778755	0.787431805186724	0.8091645282107862	1.7490825240044587	1.72297248039468	471	41
AC004264.1	0.9394012922651724	3.792762840492318e-18	2.865480325350074e-17	1.5292022849968967	0.5898009927317243	471	41
AC004453.1	1.3627889417146268	5.841079791634214e-14	2.358668242449072e-13	4.837784553623804	3.474995611909177	471	41
AC004471.1	0.6475742983141649	6.292307889204989e-13	2.2233915376562814e-12	1.123731045600251	0.47615674728608604	471	41
AC004477.2	0.11601803385448917	0.11951020218866254	0.13955932436473284	1.2453000163576546	1.1292819825031655	471	41
AC004492.1	0.3238124242078002	0.006868719440146144	0.009223919700753959	1.4393820888972624	1.1155696646894622	471	41
AC004522.5	0.5864082778319163	7.904043356218336e-05	0.00012682043326016866	1.3179648451449792	0.731556567313063	471	41
AC004585.1	0.7683879604224042	1.062394455418692e-13	4.1549697433663297e-13	1.4558375814267241	0.6874496210043199	471	41
AC004596.1	-0.1939764473461778	0.0018897504865996637	0.0026829596869934794	1.1930432645610474	1.3870197119072252	471	41
AC004687.1	0.16628451551998946	0.6757803016627222	0.703794704743455	1.6168712375101744	1.450586721990185	471	41
AC004707.1	-1.096837898846478	1.9835454739146767e-22	5.082617009353075e-21	0.4116716438084246	1.5085095426549024	471	41
AC004771.2	-0.13799218439787853	0.0791096007773836	0.09453108829491808	0.9174170480653913	1.0554092324632698	471	41
AC004801.2	0.6390922998383464	3.0812799805481475e-12	1.0087263069195688e-11	1.223983692051955	0.5848913922136085	471	41
AC004801.6	0.34220157690626896	2.568944710994089e-09	6.167918923696919e-09	1.046646345105543	0.704444768199274	471	41
AC004803.1	-0.09939467179310713	0.6061119708263032	0.6373820934031185	1.0628392543822027	1.1622339261753099	471	41
AC004812.2	0.3874998304334176	1.408235167371772e-07	2.8784212137018313e-07	2.137442694776995	1.7499428643435775	471	41
AC004816.1	0.7110863180632754	8.168163054285544e-13	2.860403408348096e-12	2.074028999856628	1.3629426817933525	471	41
AC004825.2	-0.28957391923186704	0.0018362488104248806	0.002609180071033772	0.8627660072077344	1.1523399264396015	471	41
AC004837.2	0.6852166473446892	4.652570563219629e-09	1.090885636917333e-08	1.1176044988481784	0.4323878515034891	471	41
AC004839.1	0.22419285061590077	0.04396104705270357	0.05409054703033344	1.7774711161300143	1.5532782655141135	471	41
AC004877.2	0.3544655826239007	0.0003701906219341607	0.0005602807702717862	1.600346414203446	1.2458808315795453	471	41
AC004884.1	1.0341451043966385	1.0231022455178098e-07	2.1167591219236546e-07	1.275973232096391	0.24182812769975248	471	41
AC004890.1	0.8985484382932878	8.02798442910199e-12	2.5008734267199593e-11	2.4936230553009704	1.5950746170076826	471	41
AC004908.1	0.40808977313402517	0.0005947998506498578	0.0008844904306167901	1.4302017241050964	1.0221119509710712	471	41
AC004908.2	0.575928999340475	2.263075732758949e-08	4.965739687218771e-08	1.6305021289493808	1.0545731296089058	471	41
AC004918.3	0.532409381771072	1.6331339492833053e-06	3.03227432586487e-06	2.5550357070866045	2.0226263253155325	471	41
AC004923.1	0.28790912073440156	0.014331633771697072	0.01861897976829953	1.7660448121764831	1.4781356914420816	471	41
AC004923.4	0.5884387384835743	7.319083483096107e-11	2.064985248651162e-10	1.2495483394157376	0.6611096009321633	471	41
AC004943.2	0.5525929482044691	1.4398714950944133e-12	4.898133053343047e-12	1.8016174723644496	1.2490245241599804	471	41
AC004951.2	0.21487661624598786	0.011486747414988393	0.015072878975140496	1.3559787675546702	1.1411021513086823	471	41
AC004967.2	0.6444895430164262	3.536366971483692e-13	1.288619050999365e-12	1.1629791098228832	0.518489566806457	471	41
AC004975.1	0.21806855253365498	0.17816814317601293	0.2034969303763385	1.2383243127792996	1.0202557602456446	471	41
AC004975.2	-0.3408304090824652	0.0003338901029926226	0.0005075210257037007	1.0872192467514794	1.4280496558339446	471	41
AC004980.1	0.5029411318739788	3.6238763283505943e-13	1.318869312225301e-12	1.4486032149638648	0.945662083089886	471	41
AC004980.2	0.6131947388253185	2.0361910915327743e-11	6.0850774330534e-11	1.1319961642732692	0.5188014254479507	471	41
AC004982.1	0.41079819724253586	9.517645861247334e-09	2.1683733669136714e-08	1.042860357918765	0.6320621606762291	471	41
AC004982.2	0.7835806261268206	1.9799595311556312e-14	8.461312133749532e-14	2.241109755397711	1.4575291292708903	471	41
AC004990.1	-0.8068738116387341	3.8291843500484215e-13	1.3881384435714852e-12	0.662127598962129	1.469001410600863	471	41
AC005034.5	0.22724169393188975	0.026459460197356323	0.03339144059732298	1.344940563373903	1.1176988694420134	471	41
AC005041.3	0.6221377069008142	1.9552934649881808e-10	5.27572747233137e-10	1.5544279753198968	0.9322902684190827	471	41
AC005046.1	0.4986914714253965	5.288218823094414e-05	8.616233510180381e-05	1.5629040402448715	1.064212568819475	471	41
AC005050.2	0.0021168123320247645	0.82063817762313	0.8399062790603581	2.132564044885905	2.1304472325538804	471	41
AC005076.1	0.44700556105127953	4.8485560830233134e-08	1.0345063689353931e-07	1.5457201577572355	1.098714596705956	471	41
AC005077.4	0.10027454842989414	0.7793986741050656	0.8019391241916516	1.7305731543032281	1.630298605873334	471	41
AC005081.1	-0.8860157043680724	2.5132362717840345e-14	1.0611508986427386e-13	0.9903665647980756	1.876382269166148	471	41
AC005083.1	0.8021592734956378	1.44571830096942e-10	3.954740105861031e-10	3.183256047779826	2.381096774284188	471	41
AC005099.1	0.24146878505767977	0.10182057770123307	0.12001621001916978	1.2450338676709125	1.0035650826132327	471	41
AC005104.1	0.44775935379836884	7.05783238340362e-05	0.00011379244356323459	1.8263809621030611	1.3786216083046923	471	41
AC005180.1	-1.3180838850915868	5.5020856584593154e-21	7.942395945174345e-20	0.3661865719860834	1.68427045707767	471	41
AC005180.2	-1.5206325845681705	7.6110030138843e-20	8.231888458055092e-19	0.5059277757594967	2.026560360327667	471	41
AC005229.4	0.45821308866398813	4.987687803356769e-10	1.2879497053506755e-09	1.7203292904303336	1.2621162017663454	471	41
AC005253.1	0.34498121446182106	1.5796176798070202e-08	3.5191514779190464e-08	1.002256694961988	0.6572754805001669	471	41
AC005256.1	1.3096499746198125	1.3141368321391347e-17	8.870549540361173e-17	1.3311216611044063	0.02147168648459379	471	41
AC005261.1	0.9300565150323545	1.369723682852027e-15	6.852898800769048e-15	4.148344475714645	3.2182879606822907	471	41
AC005332.3	-0.11072559433620732	0.6173054458185468	0.6483400647847346	2.8645551231635062	2.9752807174997136	471	41
AC005332.4	0.06279930639834808	0.9574298485463761	0.9628974394809108	1.1868334718569824	1.1240341654586343	471	41
AC005332.5	0.0603522744619327	0.7222196284321019	0.7483091369298785	1.5049418981155889	1.4445896236536562	471	41
AC005332.6	-0.10838995720424016	0.17687605574328757	0.2021129131647442	3.778765009393233	3.887154966597473	471	41
AC005336.1	0.2713935850176372	0.056604772901347945	0.0686831097950695	1.5651230917761423	1.293729506758505	471	41
AC005387.1	0.4679178412651879	1.9369505885908386e-07	3.9069564558095587e-07	1.0344636533381109	0.566545812072923	471	41
AC005392.2	-2.228436209303767	3.9645912613388215e-11	1.1470415098314109e-10	2.103630465221429	4.332066674525196	471	41
AC005393.1	0.42655777749033064	1.003698156137337e-05	1.737382369543409e-05	1.0116482545974024	0.5850904771070717	471	41
AC005476.2	0.08000886651344286	0.6080354788195212	0.6392139934032108	1.6777887152541449	1.597779848740702	471	41
AC005480.2	-0.012603493068530813	0.6362917162887571	0.6666508070415433	1.2009675424506043	1.2135710355191351	471	41
AC005519.1	0.4377781652337709	1.8856127778789482e-07	3.806020244266608e-07	1.0231788515212028	0.5854006862874319	471	41
AC005520.2	-0.47666869747600193	2.306884119686574e-05	3.87843154436103e-05	1.314295132991187	1.7909638304671889	471	41
AC005550.2	-0.9829009442308272	2.4790274697245e-11	7.337504667112297e-11	1.1873741559124404	2.1702751001432676	471	41
AC005551.1	0.43041743834978785	0.000927249405549774	0.0013554537266518981	2.6654110499940455	2.2349936116442577	471	41
AC005622.1	-1.1729582079684815	1.115881385169836e-18	9.349089949679343e-18	0.39041755974950476	1.5633757677179863	471	41
AC005670.3	0.001181314340074513	0.7798208916366816	0.8022329561261311	1.281517305370149	1.2803359910300744	471	41
AC005674.1	-0.2082187555612962	0.011237260500391697	0.014756497999582298	1.3081884522726175	1.5164072078339137	471	41
AC005682.1	-0.560790211120614	1.40871142296882e-13	5.416772242337094e-13	0.450837327547776	1.01162753866839	471	41
AC005696.1	-0.4481583437274341	1.5240219704289225e-06	2.838962441424133e-06	1.3627991634225574	1.8109575071499915	471	41
AC005753.3	-0.4108067687738991	3.0035006882551267e-10	7.942139732862018e-10	0.5905630885388865	1.0013698573127856	471	41
AC005785.2	0.5030760419712459	5.519889395132161e-07	1.070957057812851e-06	1.0475445978388893	0.5444685558676434	471	41
AC005829.1	0.47900420724230397	5.218301019912155e-08	1.1093614106913684e-07	1.016120157767518	0.5371159505252141	471	41
AC005831.1	-0.5999427746934085	0.0008603323084419296	0.001261453025057932	3.6701611655883912	4.2701039402818	471	41
AC005833.1	-0.6802500706136847	4.6389106480839245e-09	1.0879470179204256e-08	0.9145228217563917	1.5947728923700764	471	41
AC005837.3	0.4611298155303206	5.742144100352366e-05	9.328865290710842e-05	1.0011831230747403	0.5400533075444197	471	41
AC005839.1	0.525265677354792	1.5830322522558873e-11	4.7827725157794534e-11	1.2742475219723928	0.7489818446176008	471	41
AC005840.1	0.18177742530030194	0.25532963081353777	0.28517314359825047	1.678318605043277	1.496541179742975	471	41
AC005840.2	0.4662017557753815	2.799011713394466e-07	5.569245880080211e-07	1.3923263338647207	0.9261245780893392	471	41
AC005840.4	-0.316609334605241	0.000379652582487321	0.0005739119095633157	2.0599110980584427	2.3765204326636837	471	41
AC005899.6	0.325736805661083	0.01529730060558468	0.019800144125014834	1.2199496810042711	0.8942128753431882	471	41
AC005911.1	0.18056542845711698	0.13168929257938528	0.15288945425641468	1.258607542281984	1.078042113824867	471	41
AC005912.1	0.2069596854181528	0.05478881446436119	0.0666219575731454	5.828692838327757	5.621733152909604	471	41
AC006001.2	0.57607716339405	2.89615796307276e-10	7.670970715218233e-10	1.8219068786309147	1.2458297152368647	471	41
AC006001.3	0.38908598467049105	1.599993265849652e-08	3.5618129325131605e-08	2.6919710225571425	2.3028850378866514	471	41
AC006008.1	0.28277946369544216	0.011379135532740572	0.014935009380466107	1.4592907794292924	1.1765113157338503	471	41
AC006026.3	-0.4102336405073501	0.03589712784807822	0.04456710035477656	2.1230776903354345	2.5333113308427846	471	41
AC006042.1	0.8606340503494252	6.599547810117032e-08	1.389750005696839e-07	3.192882100753394	2.332248050403969	471	41
AC006077.2	0.6070736260644682	3.0490450673215516e-09	7.272161786116269e-09	1.8608744241568163	1.253800798092348	471	41
AC006111.2	0.6546022011125154	2.336666031486749e-16	1.2989591376424599e-15	1.0039163371292394	0.34931413601672395	471	41
AC006128.1	0.6182159987267712	2.603093000669018e-11	7.687990885357659e-11	1.2316574499581567	0.6134414512313855	471	41
AC006277.1	0.44228905659778583	4.5845166864125813e-10	1.1882362442674879e-09	1.0993030996518898	0.6570140430541039	471	41
AC006435.2	0.23505933713889793	0.020365835746017205	0.025980639864042667	1.0432933226882057	0.8082339855493078	471	41
AC006449.2	0.3260396307873218	0.0006632624014831721	0.0009825634381325828	1.2517099895597532	0.9256703587724314	471	41
AC006449.6	0.25217426651868147	0.0010247545166556422	0.001491237133764875	2.419496137447178	2.1673218709284967	471	41
AC006504.7	0.5141959647981849	4.039674506755033e-06	7.222449318598812e-06	2.165674697276061	1.6514787324778761	471	41
AC006511.3	0.3871911722125537	4.1802724371857447e-07	8.184430528078737e-07	1.373844776761066	0.9866536045485123	471	41
AC006978.1	-0.16511512277172624	0.04516738973918662	0.05548956405279494	4.098967379387734	4.26408250215946	471	41
AC007038.1	0.5955060905142231	9.389866352486601e-08	1.9502881982974588e-07	1.4810160422005885	0.8855099516863654	471	41
AC007066.2	0.1621208442515374	0.04499049100936369	0.05529538259235844	1.4023245760816017	1.2402037318300643	471	41
AC007099.1	1.2739944471043594	3.7842922176648946e-22	8.472323706661228e-21	1.282846864595764	0.008852417491404717	471	41
